hhid,ACCOUNT_TYPE,billmonth,contractdt,churn,LINE_COUNT,TOTAL_REV_AMT_MAR07,TOTAL_REV_AMT_APR07,TOTAL_REV_AMT_MAY07,TOTAL_REV_AMT_JUN07,TOTAL_REV_AMT_JUL07,TOTAL_REV_AMT_AUG07,TOTAL_REV_AMT_SEP07,TOTAL_REV_AMT_OCT07,TOTAL_REV_AMT_NOV07,TOTAL_REV_AMT_DEC07,TOTAL_REV_AMT_JAN08,TOTAL_REV_AMT_FEB08,TOTAL_REV_AMT_MAR08,TOTAL_REV_AMT_APR08,TOTAL_REV_AMT_MAY08,t2
47790784,I,Nov 07,01/13/2007,1,0,61.899993896,141.89990234,61.899993896,81.099975586,61.899993896,109.89996338,193.5,61.899993896,,,,,,,,10
61404128,I,Oct 07,06/20/1996,1,0,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,,,,38.959991455,27.489990234,27.489990234,27.489990234,27.489990234,136
61404777,B,Jul 07,08/30/2005,0,3,9,9.0999984741,9,9.2999954224,9,9.3999938965,9,9.0999984741,9,9,9,9,9,10.5,14,23
61405228,I,Jun 07,06/12/2007,0,3,53.869995117,55.369995117,55.369995117,96.689941406,51.439971924,45.439971924,49.939971924,46.939971924,111.30999756,130.92993164,38.239990234,38.239990234,36.739990234,41.239990234,38.239990234,0
61407718,I,FEB 08,04/25/2006,0,2,42.709991455,41.329986572,46.159973145,42.019989014,40.639984131,42.709991455,39.949981689,39.949981689,45.469970703,40.639984131,39.949981689,39.949981689,48.229980469,39.949981689,42.709991455,22
61408045,I,Nov 07,07/20/2004,1,0,19.979995728,19.979995728,19.979995728,19.979995728,19.979995728,19.979995728,19.979995728,22.049987793,19.979995728,,,,,,,40
64790895,I,Sep 07,07/07/2005,0,2,49.949981689,49.949981689,49.949981689,50.25,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,26
247162532,B,Apr 08,06/16/2007,0,6,18.309997559,19.809997559,30.609985352,19.449996948,103.40997314,25.789993286,26.189987183,63.75,30.88999939,33.089996338,35.089996338,27.189987183,30.989990234,30.289993286,26.38999939,10
69254608,I,Nov 07,12/02/2006,0,3,23.929992676,24.229995728,23.929992676,24.529998779,23.779998779,24.909988403,24.329986572,23.929992676,23.529998779,25.529998779,25.129989624,26.329986572,27.329986572,24.929992676,24.729995728,11
69255969,I,Dec 07,08/17/2000,0,1,16.089996338,16.089996338,16.109985352,26.129989624,17.009994507,16.169998169,26.509994507,20.809997559,16.229995728,16.029998779,15.949996948,15.949996948,15.969993591,16.009994507,16.089996338,88
69257111,I,JAN 08,01/20/2008,0,1,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,0
69257519,I,Aug 07,12/22/1997,0,1,19.949996948,27.469985962,25.229995728,20.069992065,25.199996948,19.989990234,20.029998779,19.949996948,26.669998169,25.129989624,29.169998169,20.069992065,19.949996948,20.009994507,19.949996948,116
69259146,I,May 08,07/05/2007,0,4,39.949981689,39.949981689,40.099975586,39.949981689,20.669998169,20,20,20,20,20,20.599990845,20,20,20,20,10
69259321,I,Sep 07,05/25/2006,0,3,18.319992065,18.319992065,18.319992065,19.369995117,18.319992065,18.319992065,18.519989014,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,16
69260936,I,Aug 07,04/17/2006,0,2,58.099975586,65.369995117,46.199981689,60.299987793,70.649963379,37.049987793,53.599975586,36.599975586,38.5,37.099975586,38.5,40.049987793,39.699981689,88.209960938,38,16
54940741,B,May 08,05/17/2006,1,2,46.659973145,46.659973145,41.489990234,89.989990234,67.739990234,72.489990234,59.739990234,55.239990234,157.61999512,53.989990234,53.989990234,53.989990234,85.379943848,87.08996582,,24
73973416,I,Dec 07,11/13/2000,1,0,21.949996948,20,21.949996948,23.25,20,20,26.5,20,20,,,,,,,85
54262558,B,Jul 07,07/24/2007,0,2,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,50.149993896,0
73973833,I,Apr 08,01/22/2003,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,,,63
73973837,I,Jun 07,10/11/2001,1,0,25,32.839996338,27.75,,,,,,,,,,,,,68
73975787,I,May 08,02/09/2007,0,1,43.549987793,57.949981689,39.949981689,48.349975586,49.149993896,39.949981689,39.949981689,41.329986572,39.949981689,39.949981689,39.949981689,42.709991455,41.449981689,39.949981689,41.329986572,15
73976583,B,Sep 07,04/09/2005,0,4,46,53.5,50.5,43,41.5,44.5,52.449981689,47.5,50.5,43,50.5,259.77978516,53.229980469,43,53.5,29
53493409,I,Dec 07,05/15/2007,0,2,45.899993896,45.899993896,76.989990234,101.86999512,90.91998291,57.489990234,56.839996338,40.939971924,40.939971924,41.739990234,41.539978027,49.139984131,54.189971924,79.33996582,73.789978027,7
245674629,B,Sep 07,02/12/2004,1,4,35,35,74.329956055,121.93994141,35,35,35,,,,,,,,,43
73979746,I,Nov 07,09/18/2005,1,0,45,57,45,46.5,65.66998291,40,104,52,,,,,,,,26
80000838,B,May 08,05/28/2003,0,7,35,35,35,35,35,35,35,67.5,33.75,33.75,104.75,35.709991455,35.709991455,35.709991455,35.709991455,60
80001323,I,FEB 08,03/13/2007,0,1,45.899993896,45.899993896,49.349975586,45.899993896,45.899993896,45.899993896,52.699981689,70.75,55.849975586,60.679992676,55.849975586,65.50994873,55.849975586,55.849975586,55.849975586,11
80001484,B,Dec 07,06/26/2006,0,9,58.809997559,172.4699707,47.199981689,48.699981689,47.199981689,93.25994873,44.16998291,59.589996338,45.66998291,44.16998291,44.16998291,44.66998291,44.16998291,45.569976807,47.269989014,18
247748394,B,Oct 07,04/01/2006,0,6,21.989990234,21.989990234,21.989990234,34.449981689,219.97998047,141,30,30,30,30,30,30,30,30,30,18
80044351,I,Aug 07,12/13/1999,1,0,25,25.5,25,25,25,61.199981689,45.269989014,171.55993652,113.27996826,88.25,18.5,0,43.339996338,0,0,92
80002391,B,Aug 07,05/18/1998,0,4,9.75,9.75,9.75,9.75,9.75,10.169998169,9.75,9.75,,,,,,,,111
80002951,I,Apr 08,05/04/2006,0,3,215.72998047,70.979980469,81.489990234,75.639953613,72.939941406,68.889953613,75.179992676,70.379943848,78.579956055,68.889953613,76.689941406,78.489990234,68.889953613,69.489990234,70.409973145,23
247876947,I,Sep 07,09/23/2005,1,0,46.949981689,46.799987793,47.549987793,46.199981689,46.349975586,0.5999999046,90.869995117,,,,,,,,,24
245750112,I,Sep 07,12/10/1998,0,1,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,105
246890652,I,May 08,01/05/2004,1,0,49.209991455,49.209991455,50.109985352,49.209991455,49.509979248,51.809997559,49.209991455,49.209991455,49.409973145,49.209991455,49.409973145,49.409973145,49.409973145,49.609985352,,52
53892437,I,Nov 07,09/07/2004,1,0,40,40,40,40.689971924,40,40,40,40,40,,,,,,,38
53459577,I,Sep 07,08/17/2007,0,2,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,46.159973145,39.949981689,39.949981689,52.369995117,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,1
80008137,I,Oct 07,01/21/2004,0,4,15,35.699981689,49.379974365,24,38.349975586,22,35.109985352,53.229980469,25,25,25,25,25,25,25,45
80008865,I,Mar 08,03/08/2008,0,3,28.259994507,28.259994507,28.259994507,28.259994507,28.259994507,28.259994507,28.259994507,29.759994507,28.259994507,28.259994507,28.259994507,0,41.569976807,28.259994507,28.259994507,0
80013849,I,Aug 07,08/09/2005,0,2,23.259994507,23.259994507,23.259994507,28.369995117,37.059997559,36.649993896,24.919998169,24.919998169,24.919998169,44.489990234,34.869995117,34.869995117,24.919998169,24.919998169,24.919998169,24
80017352,I,Oct 07,04/26/2005,0,3,107.16998291,108.06994629,111.2199707,115.7199707,112.56994629,109.16998291,126.82995605,111.16998291,101.32995605,81.75994873,52.769989014,49.769989014,49.769989014,49.769989014,49.769989014,30
80018182,B,Nov 07,04/10/2005,0,3,54.949981689,56.449981689,75.299987793,44.949981689,48.709991455,44.949981689,46.449981689,49.449981689,46.449981689,44.949981689,45.549987793,49.41998291,49.449981689,47.929992676,46.439971924,31
80027631,I,Jul 07,05/01/2005,1,0,42.439971924,44.509979248,42.889984131,40.429992676,27.549987793,,,,,,,,,,,26
80027976,I,Aug 07,10/10/2003,1,0,45.949981689,46.25,51.299987793,46.099975586,45.949981689,46.75,,,,,,,,,,46
80028002,I,Sep 07,09/10/2005,1,0,20.149993896,20,20,20,20,20,,,72.889953613,532.65966797,57.729980469,53.329986572,53.329986572,56.329986572,54.829986572,24
80028251,I,Jun 07,08/10/2004,1,0,39.949981689,39.949981689,53.059997559,39.949981689,,,,,,,,,,,,34
80028809,I,Mar 08,08/22/2004,1,0,18.309997559,18.309997559,18.309997559,18.309997559,18.309997559,128.40991211,75.649963379,157.57995605,84.199951172,81.949951172,118.81994629,99.079956055,66.83996582,66.83996582,69.83996582,43
245916495,B,Jun 07,09/28/2005,0,12,35.409973145,38.539978027,36.769989014,38.639984131,37.66998291,37.66998291,37.66998291,37.66998291,43.729980469,38.729980469,38.729980469,56.239990234,35.369995117,175.45996094,34.16998291,21
80032218,I,Dec 07,12/03/2006,0,2,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,90.929992676,74.929992676,74.929992676,74.929992676,77.929992676,74.929992676,74.929992676,74.929992676,12
80034146,I,Aug 07,04/20/2005,1,0,19.979995728,19.979995728,19.979995728,19.979995728,22.649993896,,,,,,,,,,,28
80034325,I,Jun 07,11/16/2006,0,3,25.809997559,18.309997559,21.309997559,18.309997559,19.809997559,18.309997559,18.309997559,18.309997559,18.309997559,18.309997559,18.309997559,21.109985352,18.309997559,18.309997559,18.309997559,7
80035689,I,Jul 07,02/17/2005,0,1,47.399993896,45.899993896,45.899993896,72.809997559,45.899993896,45.899993896,45.899993896,45.899993896,46.589996338,45.899993896,45.899993896,47.689971924,45.899993896,46.589996338,46.889984131,29
80035871,I,Jul 07,04/19/2005,1,0,65.289978027,52.179992676,43.899993896,43.899993896,,,,,,,,,,,,27
80036696,I,JAN 08,12/21/2005,0,3,77.789978027,38.459991455,15,15,15,15,15,15,15,15,15,15,15,93.659973145,19.829986572,25
80038079,I,Apr 08,07/22/2006,0,1,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,44.929992676,70,100.31994629,69.989990234,21
54463562,I,JAN 08,,1,0,55.069976807,55.069976807,54.91998291,55.519989014,55.519989014,55.319976807,56.119995117,55.319976807,55.119995117,55.719970703,,,,,,
80041528,I,Aug 07,07/13/2007,0,3,42.949981689,39.949981689,56.75,87.649963379,53.129974365,52.259979248,90.059997559,48.659973145,47.759979248,52.259979248,50.759979248,44.759979248,50.759979248,49.259979248,64.679992676,1
80041535,I,Sep 07,07/08/2003,1,0,17.349990845,13.25,26,24.149993896,45.849975586,57.949981689,,,,555.21972656,71.459960938,,,76.389953613,87.659973145,50
80043099,I,JAN 08,08/25/2004,1,0,16.5,21.209991455,15,17.069992065,18.449996948,24.659988403,15,15,27.419998169,15,,,,,46.659973145,41
80043823,I,May 08,10/09/2005,1,0,53.25,111.53997803,54.099975586,51.299987793,59.099975586,57.299987793,68.909973145,58.699981689,61.899993896,61.569976807,72,67.299987793,80.5,79.399963379,,31
80045967,I,Oct 07,10/07/2005,1,0,30.899993896,30.899993896,30.899993896,30.899993896,30.899993896,30.899993896,30.899993896,,,,,,,,,24
80047304,I,May 08,02/19/2008,0,3,35.939971924,35.939971924,35.939971924,35.939971924,40.079986572,35.939971924,35.939971924,58.259979248,35.939971924,35.939971924,35.939971924,35.939971924,96.119995117,52.539978027,53.289978027,3
80048138,I,Jul 07,07/31/2005,1,0,49.889984131,61.899993896,31.63999939,32.449981689,30.949996948,,,,,,,,,,,24
80048574,I,Jun 07,06/16/2006,1,0,63.979980469,39.989990234,42.989990234,,,59.75,35.849975586,35.849975586,35.849975586,35.849975586,35.849975586,,,,122.60998535,12
80049782,I,Apr 08,08/24/2006,0,5,20.949996948,20.949996948,20.949996948,60.929992676,29.269989014,33.939971924,31.939987183,48.809997559,32.739990234,32.739990234,36.739990234,32.739990234,32.739990234,32.739990234,58.739990234,20
80049802,I,JAN 08,08/17/2005,1,0,40,40,40,153.59997559,40,40,40,40,40,40,40,,,,,29
80051884,I,Jun 07,09/05/2005,0,2,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,21
80053761,I,Apr 08,04/07/2006,1,0,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,26.469985962,20.949996948,24.399993896,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,,,24
80054340,I,May 08,,1,0,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,,
80057489,I,Jun 07,10/21/2003,1,0,44.16998291,38.069976807,29.219985962,84.069946289,,,,,,,,,,,,44
80057536,I,FEB 08,08/12/2007,0,1,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,6
80058563,I,Aug 07,01/07/2006,0,2,57.439971924,55.939971924,57.439971924,58.939971924,72.619995117,57.439971924,58.939971924,89.299987793,104.92999268,65.939941406,67.439941406,67.439941406,68.939941406,67.439941406,65.939941406,19
246935230,I,Mar 08,09/08/2006,0,4,52.429992676,52.429992676,52.429992676,52.429992676,52.429992676,52.829986572,53.029998779,52.629974365,53.029998779,52.429992676,52.429992676,52.429992676,52.429992676,52.429992676,51.529998779,18
80060667,I,Sep 07,08/16/2007,0,3,21.619995117,25.369995117,28.219985962,25.819992065,42.5,51.91998291,22.519989014,33.319976807,33.91998291,26.219985962,28.969985962,36.469970703,44.839996338,88.91998291,96.41998291,1
80061057,I,Mar 08,03/15/2007,0,2,26.449996948,24.949996948,26.449996948,24.949996948,24.949996948,24.949996948,24.949996948,32.75,24.949996948,24.949996948,24.949996948,24.949996948,24.949996948,24.949996948,24.949996948,12
53430938,I,Aug 07,06/06/2005,1,0,15,15,15,21.209991455,15,,,,,,,,,,,26
80061545,B,Jul 07,04/28/2006,0,4,142.76989746,56.159973145,61.349975586,140.7199707,97.399963379,157.57995605,102.35998535,65.539978027,55.049987793,31.689987183,156.28991699,31.679992676,29.989990234,31.489990234,34.489990234,15
80062405,I,FEB 08,12/27/2006,0,2,35.5,36.5,38,35,36.5,35,35,35,36.5,36.5,38,35,36.5,35,35,14
80063691,B,Aug 07,12/14/2006,0,2,81.899963379,86.399963379,90.899963379,46.209991455,41.709991455,190.52990723,95.989990234,100.78997803,97.989990234,97.989990234,96.389953613,95.989990234,95.989990234,95.989990234,95.989990234,8
80064855,I,Apr 08,12/22/2005,1,0,24.989990234,25.13999939,24.989990234,24.989990234,24.989990234,25.189987183,24.989990234,24.989990234,24.989990234,24.989990234,24.989990234,24.989990234,24.989990234,,,28
80066345,I,Apr 08,04/24/2008,0,5,38.5,22,22,26,22,25,22,22,22,22,22,22,22,23.5,22,0
54978335,I,Nov 07,12/26/2006,1,0,51.989990234,51.989990234,45.759979248,37.989990234,37.989990234,37.989990234,37.989990234,37.989990234,,,,,,,,11
53779271,I,Apr 08,02/17/2007,1,1,64.299987793,41.849975586,41.699981689,41.099975586,40.949981689,40.949981689,41.149993896,42.649993896,76.549987793,104.62994385,106.12994385,74.33996582,55.949981689,,,14
246398426,I,Mar 08,10/25/2006,0,3,39.949981689,39.949981689,39.949981689,41.329986572,40.639984131,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,79.899963379,17
84002887,I,FEB 08,,1,0,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,24.929992676,27.929992676,,,,106.31994629,
84003604,I,May 08,05/05/1998,1,0,14.949996948,14.949996948,14.949996948,34.029998779,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,14.949996948,26.469985962,29.899993896,120
84003970,I,Aug 07,07/31/2006,0,3,38.699981689,47.549987793,45.299987793,55.359985352,43.399993896,48.399993896,72.91998291,50.909973145,50.909973145,50.909973145,50.909973145,50.909973145,50.909973145,57.119995117,101.81994629,13
84004883,I,Jun 07,10/15/2005,0,3,59.219970703,65.429992676,59.219970703,59.219970703,59.219970703,59.219970703,61.91998291,59.619995117,59.219970703,59.219970703,59.219970703,59.219970703,59.219970703,59.219970703,124.43994141,20
53983437,B,Jun 07,12/13/2006,0,6,62.229980469,167.03991699,75.439941406,77.739990234,76.599975586,82.279968262,74.519958496,73.379943848,78.119995117,73.75,74.129943848,77.739990234,72.629943848,75.83996582,73.75,6
247886606,B,Nov 07,10/03/2007,0,7,15.059997559,18.909988403,20.009994507,15.609992981,19.679992676,24.449996948,18.339996338,13.849998474,52.889984131,24.279998779,27.279998779,24.279998779,24.279998779,24.279998779,24.279998779,1
85336875,B,Apr 08,10/25/2005,0,6,8,9.0799942017,10.519996643,8,8.359992981,9.9799957275,8,9.5299987793,8.359992981,10.699996948,24.5,40.549987793,8.9899978638,8,46.799987793,30
85339111,B,Aug 07,07/06/2005,1,0,82.729980469,39.949981689,39.949981689,39.949981689,39.949981689,,,,,,,,,,,25
85340719,I,Jul 07,05/11/2004,0,2,20,20,20,20,20,20,20,46.729980469,35,35,35,35,35,35,35,38
246036058,I,JAN 08,01/11/2006,1,0,45.899993896,45.899993896,45.899993896,1.5,88.739990234,45.899993896,45.899993896,45.899993896,47.399993896,45.899993896,46.099975586,,,25.489990234,22.489990234,24
85347483,I,JAN 08,12/15/2006,0,4,43.229980469,34.949981689,30.25,26.949996948,26.949996948,26.949996948,131.44995117,52.149993896,41.449981689,29.739990234,26.489990234,51.739990234,31.239990234,30.489990234,60.979980469,13
85349374,I,Jun 07,06/09/2005,1,0,18.609985352,18.459991455,21.609985352,,,,,,,,,,,,,24
85352002,I,Oct 07,06/11/2007,0,1,38.899993896,14.949996948,14.949996948,53.319976807,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,40.389984131,39.989990234,39.989990234,39.989990234,39.989990234,4
85357932,I,Sep 07,05/01/2005,1,0,30.989990234,31.13999939,33.989990234,30.989990234,30.989990234,32.489990234,,,,,,,,,,28
85359464,I,Sep 07,09/14/2005,1,0,19.969985962,19.969985962,19.969985962,19.969985962,26.869995117,19.969985962,19.969985962,,,,,,,,,24
89333873,I,JAN 08,01/30/2003,1,0,15,93.309997559,34.989990234,34.989990234,34.989990234,34.989990234,42.649993896,26.659988403,26.659988403,26.659988403,,,,,,60
89334138,I,Jun 07,06/10/2007,0,2,39.949981689,39.949981689,42.709991455,27,15,21.899993896,15,15,15,15,15,16.379989624,15,15,15,0
247485658,B,Sep 07,04/10/2006,1,0,33.429992676,106.48999023,36.449981689,37.049987793,38.549987793,48,,,,,,,,,,17
89334826,B,Jul 07,02/04/2005,0,6,33.739990234,33.739990234,33.739990234,33.739990234,67.939941406,38.329986572,,,,,,,,,,29
245467884,B,JAN 08,09/20/2007,0,1,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,4
89335690,I,Jun 07,10/14/2003,1,0,41.449981689,82.479980469,59.149993896,,,,,,,,,,,,,44
89335762,I,Apr 08,07/20/2007,0,2,44.91998291,44.91998291,44.91998291,44.91998291,37.319976807,38.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,35.739990234,34.989990234,34.989990234,34.989990234,9
